index,title,description,difficulty,certificate_available,students,price,rating,reviews_count,source,course
deep-learning-convolutional-neural-networks-theano-tensorflow/,Deep Learning: Convolutional Neural Networks in Python,"Tensorflow 2 CNNs for Computer Vision, Natural Language Processing (NLP) +More! For Data Science & Machine Learning",Все уровни,True,47 387 студента,6190.0,"4,6",6440,udemy,Обработка и анализ данных
data-science-python-3/,Data Science и Machine Learning на Python 3 с нуля,"Изучи Python 3 с нуля для работы с Data Science и и Machine Learning библиотеками - NumPy, Pandas, Matplotlib and more!",Все уровни,True,5 101 студент,5690.0,"4,5",926,udemy,Обработка и анализ данных
data-science-linear-regression-in-python/,Deep Learning Prerequisites: Linear Regression in Python,"Data science, machine learning, and artificial intelligence in Python for students and professionals",Все уровни,True,39 472 студента,6190.0,"4,5",6648,udemy,Обработка и анализ данных
probability-and-statistics-for-business-and-data-science/,Probability and Statistics for Business and Data Science,Learn how to apply probability and statistics to real data science and business applications!,Все уровни,True,41 456 студента,5690.0,"4,5",7888,udemy,Обработка и анализ данных
machine-learning-course-with-python/,The Complete Machine Learning Course with Python,"Build a Portfolio of 12 Machine Learning Projects with Python, SVM, Regression, Unsupervised Machine Learning & More!",Все уровни,True,45 196 студента,6390.0,"4,2",7916,udemy,Обработка и анализ данных
ai-machinelearning-ru/,Искусственный интеллект и Машинное обучение + Основы Python,"Научитесь понимать технологии ИИ, Машинное обучение и Нейронные Сети, а также основы Программирования на Python",Все уровни,True,2 123 студента,6090.0,"4,5",481,udemy,Обработка и анализ данных
bayesian-machine-learning-in-python-ab-testing/,Bayesian Machine Learning in Python: A/B Testing,"Data Science, Machine Learning, and Data Analytics Techniques for Marketing, Digital Media, Online Advertising, and More",Все уровни,True,45 548 студента,5890.0,"4,5",7779,udemy,Обработка и анализ данных
advanced-dax-r/,Расширенный\Advanced DAX для бизнес-пользователей,Углубленное владение расширенными вычислениями на DAX,Все уровни,True,59 студента,5390.0,"5,0",11,udemy,Обработка и анализ данных
llms-mastery-complete-guide-to-transformers-generative-ai/,LLMs Mastery: Complete Guide to Transformers & Generative AI,"Generative AI, r1, LLMs, ChatGPT, GPT4, o1, Llama3, Decoders, T5, BERT, LoRA, FSDP, 4bit, Machine Learning, Data Science",Средний,True,33 639 студента,5390.0,"4,5",7802,udemy,Обработка и анализ данных
statistics-using-excel/,Statistics for Data Analysis Using Excel (Accredited),Descriptive and Inferential Statistics Theory With Excel Examples for Business / Six Sigma - 14 PMI PDUs (2025 Version),Все уровни,True,26 659 студента,6090.0,"4,7",6321,udemy,Обработка и анализ данных
ai-automation-build-llm-apps-ai-agents-with-n8n-apis/,AI Automation: Build LLM Apps & AI-Agents with n8n & APIs,"Automate Everything: n8n, LLMs, OpenAI API, Claude, Ollama, MCP & RAG! Business & Private Agents; More than just ChatGPT",Все уровни,True,48 752 студента,5390.0,"4,7",6816,udemy,Обработка и анализ данных
advanced-computer-vision/,"Deep Learning: Advanced Computer Vision (GANs, SSD, +More!)","VGG, ResNet, Inception, SSD, RetinaNet, Neural Style Transfer, GANs +More in Tensorflow, Keras, and Python",Средний,True,46 728 студента,6090.0,"4,6",6874,udemy,Обработка и анализ данных
agentic-ai-private-agentic-rag-with-langgraph-and-ollama/,Agentic AI - Private Agentic RAG with LangGraph and Ollama,"LangGraph v1, Ollama, Agentic RAG, Private RAG, Corrective RAG, CRAG, Reflexion, Self-RAG, Adaptive RAG, MySQL Agent",Все уровни,True,521 студент,5390.0,"4,9",46,udemy,Обработка и анализ данных
python-machine-learning-data-science-russian/,Машинное обучение в Python: Machine Learning & Data Science,"Изучите NumPy, Pandas, Matplotlib, Seaborn, Scikit-Learn и многое другое! Осваивайте Искусственный Интеллект на практике",Все уровни,True,4 455 студента,5390.0,"4,7",800,udemy,Обработка и анализ данных
scala-and-spark-for-big-data-and-machine-learning/,Scala and Spark for Big Data and Machine Learning,"Learn the latest Big Data technology - Spark and Scala, including Spark 2.0 DataFrames!",Все уровни,True,32 954 студента,6390.0,"4,8",5542,udemy,Обработка и анализ данных
pytorch-for-deep-learning/,PyTorch for Deep Learning Bootcamp,Learn PyTorch. Become a Deep Learning Engineer. Get Hired.,Начальный,True,40 562 студента,5390.0,"4,7",5598,udemy,Обработка и анализ данных
deployment-of-machine-learning-models/,Deployment of Machine Learning Models,Learn how to integrate robust and reliable Machine Learning Pipelines in Production,Средний,True,42 384 студента,6090.0,"4,5",5983,udemy,Обработка и анализ данных
agentic-ai-private-agentic-rag-with-langgraph-and-ollama/,Agentic AI - Private Agentic RAG with LangGraph and Ollama,"LangGraph v1, Ollama, Agentic RAG, Private RAG, Corrective RAG, CRAG, Reflexion, Self-RAG, Adaptive RAG, MySQL Agent",Профессиональный,True,521 студент,5390.0,"4,9",46,udemy,Обработка и анализ данных
cluster-analysis-unsupervised-machine-learning-python/,Cluster Analysis and Unsupervised Machine Learning in Python,"Data science techniques for pattern recognition, data mining, k-means clustering, and hierarchical clustering, and KDE.",Начальный,True,32 176 студента,1890.0,"4,7",5235,udemy,Обработка и анализ данных
